specialty_name,diagnosis_name,diagnosis_relevance,recommended_drugs,candidate_drug_pairs,avoid_or_low_priority_drugs,evidence_source,top_drug_evidence,mapping_quality,evidence_interpretation,notes,treatment_role_evidence
内分泌/代谢,Localized adiposity,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,McArdle disease,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Metabolic syndrome,primary_specialty_disease,propranolol,propranolol,divalproex (delayed release) | haloperidol | lorazepam | olanzapine | acetaminophen,single_specialty_cooccurrence,propranolol(2),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,propranolol:disease_directed_therapy
内分泌/代谢,Methylenetetrahydrofolate reductase deficiency,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Mild protein-calorie malnutrition,primary_specialty_disease,calcium carbonate,calcium carbonate,risperidone | acetaminophen | olanzapine | oxycodone (immediate release) | aspirin,single_specialty_cooccurrence,calcium carbonate(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,calcium carbonate:disease_directed_therapy
内分泌/代谢,Mixed disorder of acid-base balance,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Mixed hyperlipidemia,primary_specialty_disease,insulin human regular | levothyroxine sodium | insulin,insulin human regular | levothyroxine sodium,ondansetron | acetaminophen | aspirin | atorvastatin | d5 1/2ns,single_specialty_cooccurrence,insulin human regular(2) | levothyroxine sodium(2) | insulin(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin human regular:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | insulin:disease_directed_therapy
内分泌/代谢,Moderate protein-calorie malnutrition,primary_specialty_disease,insulin | cholestyramine | calcium carbonate | cyanocobalamin | prednisone,insulin | cholestyramine,acetaminophen | lorazepam | ondansetron | senna | oxycodone (immediate release),single_specialty_cooccurrence,insulin(10) | cholestyramine(3) | calcium carbonate(2) | cyanocobalamin(2) | prednisone(2),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | cholestyramine:disease_directed_therapy | calcium carbonate:disease_directed_therapy | cyanocobalamin:disease_directed_therapy | prednisone:disease_directed_therapy
内分泌/代谢,Morbid (severe) obesity due to excess calories,primary_specialty_disease,insulin | calcium carbonate | levothyroxine sodium | insulin pump (self administering medication) | insulin human regular,insulin | calcium carbonate,acetaminophen | docusate sodium | ondansetron | oxycodone (immediate release) | senna,single_specialty_cooccurrence,insulin(329) | calcium carbonate(82) | levothyroxine sodium(29) | insulin pump (self administering medication)(16) | insulin human regular(7),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | calcium carbonate:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | insulin pump (self administering medication):disease_directed_therapy | insulin human regular:disease_directed_therapy
内分泌/代谢,"Nontoxic goiter, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Nontoxic multinodular goiter,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Nontoxic single thyroid nodule,primary_specialty_disease,insulin | calcium carbonate | prednisone | levothyroxine sodium | cyanocobalamin,insulin | calcium carbonate,acetaminophen | docusate sodium | heparin | oxycodone (immediate release) | senna,single_specialty_cooccurrence,insulin(111) | calcium carbonate(23) | prednisone(8) | levothyroxine sodium(5) | cyanocobalamin(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | calcium carbonate:disease_directed_therapy | prednisone:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | cyanocobalamin:disease_directed_therapy
内分泌/代谢,"Nutritional deficiency, unspecified",primary_specialty_disease,hydrocortisone | calcium carbonate | cyanocobalamin,hydrocortisone | calcium carbonate,olanzapine | magnesium oxide | acetylcysteine (iv) | docusate sodium | lorazepam,single_specialty_cooccurrence,hydrocortisone(2) | calcium carbonate(1) | cyanocobalamin(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,hydrocortisone:disease_directed_therapy | calcium carbonate:disease_directed_therapy | cyanocobalamin:disease_directed_therapy
内分泌/代谢,Nutritional marasmus,primary_specialty_disease,insulin | calcium carbonate | prednisone | levothyroxine sodium | sodium bicarbonate,insulin | calcium carbonate,potassium chloride | magnesium sulfate | hydromorphone (dilaudid) | lorazepam | heparin,single_specialty_cooccurrence,insulin(912) | calcium carbonate(123) | prednisone(119) | levothyroxine sodium(107) | sodium bicarbonate(69),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | calcium carbonate:disease_directed_therapy | prednisone:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | sodium bicarbonate:disease_directed_therapy
内分泌/代谢,"Obesity, unspecified",primary_specialty_disease,insulin | calcium carbonate | levothyroxine sodium | prednisone | hydrocortisone na succ.,insulin | calcium carbonate,acetaminophen | docusate sodium | oxycodone (immediate release) | bisacodyl | senna,single_specialty_cooccurrence,insulin(566) | calcium carbonate(414) | levothyroxine sodium(95) | prednisone(25) | hydrocortisone na succ.(16),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | calcium carbonate:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | prednisone:disease_directed_therapy | hydrocortisone na succ.:disease_directed_therapy
内分泌/代谢,"Ocular albinism, unspecified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Other Cushing's syndrome,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Other adrenocortical insufficiency,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Other chronic thyroiditis,primary_specialty_disease,levothyroxine sodium,levothyroxine sodium,acetaminophen | d5 1/2ns | heparin | influenza vaccine quadrivalent | oxycodone (immediate release),single_specialty_cooccurrence,levothyroxine sodium(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,levothyroxine sodium:disease_directed_therapy
内分泌/代谢,Other diseases of thymus,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Other disorders of amino-acid transport,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Other disorders of bilirubin metabolism,primary_specialty_disease,sodium bicarbonate | prednisone | methylprednisolone sodium succ | levothyroxine sodium,sodium bicarbonate | prednisone,potassium chloride | acetaminophen | potassium chloride replacement (critical care and oncology) | sterile water | ondansetron,single_specialty_cooccurrence,sodium bicarbonate(8) | prednisone(3) | methylprednisolone sodium succ(2) | levothyroxine sodium(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,sodium bicarbonate:disease_directed_therapy | prednisone:disease_directed_therapy | methylprednisolone sodium succ:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy
内分泌/代谢,"Other disorders of electrolyte and fluid balance, not elsewhere classified",cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Other disorders of glycine metabolism,primary_specialty_disease,sodium bicarbonate,sodium bicarbonate,potassium chloride | sterile water | tramadol | leucovorin calcium | ondansetron,single_specialty_cooccurrence,sodium bicarbonate(7),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,sodium bicarbonate:disease_directed_therapy
内分泌/代谢,Other disorders of intestinal carbohydrate absorption,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Other disorders of phosphorus metabolism,primary_specialty_disease,insulin | sodium bicarbonate | calcium carbonate | prednisone | insulin human regular,insulin | sodium bicarbonate,potassium chloride | acetaminophen | potassium chloride replacement (critical care and oncology) | ondansetron | magnesium sulfate,single_specialty_cooccurrence,insulin(375) | sodium bicarbonate(123) | calcium carbonate(43) | prednisone(36) | insulin human regular(16),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | sodium bicarbonate:disease_directed_therapy | calcium carbonate:disease_directed_therapy | prednisone:disease_directed_therapy | insulin human regular:disease_directed_therapy
内分泌/代谢,Other disorders of pituitary gland,primary_specialty_disease,calcium carbonate | hydrocortisone (rectal) 2.5% cream,calcium carbonate | hydrocortisone (rectal) 2.5% cream,paliperidone er | acetaminophen | risperidone | docusate sodium | heparin,single_specialty_cooccurrence,calcium carbonate(2) | hydrocortisone (rectal) 2.5% cream(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,calcium carbonate:disease_directed_therapy | hydrocortisone (rectal) 2.5% cream:disease_directed_therapy
内分泌/代谢,"Other disorders of plasma-protein metabolism, not elsewhere classified",primary_specialty_disease,insulin | levothyroxine sodium | prednisone | calcium carbonate | methylprednisolone sodium succ,insulin | levothyroxine sodium,acetaminophen | vancomycin | magnesium sulfate | senna | hydromorphone (dilaudid),single_specialty_cooccurrence,insulin(20) | levothyroxine sodium(4) | prednisone(3) | calcium carbonate(2) | methylprednisolone sodium succ(2),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | prednisone:disease_directed_therapy | calcium carbonate:disease_directed_therapy | methylprednisolone sodium succ:disease_directed_therapy
内分泌/代谢,Other fluid overload,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Other hyperlipidemia,primary_specialty_disease,,,acetaminophen | senna | ondansetron | docusate sodium | heparin,single_specialty_cooccurrence,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考,
内分泌/代谢,Other hyperparathyroidism,primary_specialty_disease,levothyroxine sodium | propranolol,levothyroxine sodium | propranolol,acetaminophen | hydroxyzine | diphenhydramine | escitalopram oxalate,single_specialty_cooccurrence,levothyroxine sodium(2) | propranolol(2),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,levothyroxine sodium:disease_directed_therapy | propranolol:disease_directed_therapy
内分泌/代谢,Other hyperphenylalaninemias,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Other hypoglycemia,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Other obesity,primary_specialty_disease,,,docusate sodium | oxycodone (immediate release) | senna | acetaminophen | cefazolin,single_specialty_cooccurrence,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考,
内分泌/代谢,Other obesity due to excess calories,primary_specialty_disease,insulin,insulin,oxycodone (immediate release) | hydromorphone | diphenhydramine | acetaminophen | docusate sodium,single_specialty_cooccurrence,insulin(27),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy
内分泌/代谢,Other porphyria,primary_specialty_disease,insulin,insulin,acetaminophen | clobetasol propionate 0.05% cream | dextrose 50% | gabapentin | glucagon,single_specialty_cooccurrence,insulin(2),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy
内分泌/代谢,Other postprocedural endocrine and metabolic complications and disorders,specialty_related_condition,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Other severe protein-calorie malnutrition,primary_specialty_disease,insulin | prednisone | calcium carbonate | methylprednisolone sodium succ | levothyroxine sodium,insulin | prednisone,potassium chloride | lorazepam | magnesium sulfate | hydromorphone (dilaudid) | heparin,single_specialty_cooccurrence,insulin(406) | prednisone(86) | calcium carbonate(84) | methylprednisolone sodium succ(48) | levothyroxine sodium(46),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | prednisone:disease_directed_therapy | calcium carbonate:disease_directed_therapy | methylprednisolone sodium succ:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy
内分泌/代谢,Other specified diabetes mellitus with hyperglycemia,primary_specialty_disease,insulin | insulin human regular | calcium carbonate,insulin | insulin human regular,heparin | bisacodyl | creon 12 | senna | acetaminophen,single_specialty_cooccurrence,insulin(30) | insulin human regular(4) | calcium carbonate(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | insulin human regular:disease_directed_therapy | calcium carbonate:disease_directed_therapy
内分泌/代谢,Other specified diabetes mellitus with hypoglycemia without coma,primary_specialty_disease,insulin | insulin human regular | calcium carbonate,insulin | insulin human regular,heparin | bisacodyl | creon 12 | senna | acetaminophen,single_specialty_cooccurrence,insulin(30) | insulin human regular(4) | calcium carbonate(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | insulin human regular:disease_directed_therapy | calcium carbonate:disease_directed_therapy
内分泌/代谢,Other specified diabetes mellitus with ketoacidosis without coma,primary_specialty_disease,insulin | insulin human regular | calcium carbonate,insulin | insulin human regular,potassium chloride | potassium chloride replacement (critical care and oncology) | acetaminophen | d5 1/2ns | dextrose 50%,single_specialty_cooccurrence,insulin(22) | insulin human regular(5) | calcium carbonate(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | insulin human regular:disease_directed_therapy | calcium carbonate:disease_directed_therapy
内分泌/代谢,Other specified diabetes mellitus without complications,specialty_related_condition,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Other specified disorders of adrenal gland,primary_specialty_disease,insulin,insulin,acetaminophen | heparin | docusate sodium | lorazepam | polyethylene glycol,single_specialty_cooccurrence,insulin(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy
内分泌/代谢,Other specified disorders of thyroid,primary_specialty_disease,calcium carbonate | methimazole,calcium carbonate | methimazole,acetaminophen | docusate sodium | propylthiouracil | ibuprofen | influenza vaccine quadrivalent,single_specialty_cooccurrence,calcium carbonate(2) | methimazole(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,calcium carbonate:disease_directed_therapy | methimazole:disease_directed_therapy
内分泌/代谢,Other specified hypothyroidism,primary_specialty_disease,insulin | levothyroxine sodium | calcium carbonate | hydrocortisone | sodium bicarbonate,insulin | levothyroxine sodium,acetaminophen | docusate sodium | senna | ondansetron | ibuprofen,single_specialty_cooccurrence,insulin(217) | levothyroxine sodium(37) | calcium carbonate(16) | hydrocortisone(15) | sodium bicarbonate(10),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,insulin:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy | calcium carbonate:disease_directed_therapy | hydrocortisone:disease_directed_therapy | sodium bicarbonate:disease_directed_therapy
内分泌/代谢,Other specified metabolic disorders,primary_specialty_disease,,,potassium chloride | ondansetron | acetaminophen | heparin | senna,single_specialty_cooccurrence,,仅保留低优先级方案,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,当前未识别到明确核心治疗药，仅保留低优先级方案供参考,
内分泌/代谢,Other thyrotoxicosis without thyrotoxic crisis or storm,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Overweight,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Pasteurellosis,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Persistent hyperplasia of thymus,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Polycystic ovarian syndrome,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Postinfectious hypothyroidism,primary_specialty_disease,calcium carbonate | levothyroxine sodium,calcium carbonate | levothyroxine sodium,acetaminophen | dermoplast spray | docusate sodium | enoxaparin sodium | ibuprofen,single_specialty_cooccurrence,calcium carbonate(1) | levothyroxine sodium(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,calcium carbonate:disease_directed_therapy | levothyroxine sodium:disease_directed_therapy
内分泌/代谢,Postprocedural adrenocortical (-medullary) hypofunction,specialty_related_condition,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Postprocedural hematoma of an endocrine system organ or structure following an endocrine system procedure,specialty_related_condition,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Postprocedural hypoinsulinemia,specialty_related_condition,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Postprocedural hypoparathyroidism,specialty_related_condition,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Postprocedural hypopituitarism,specialty_related_condition,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Postprocedural hypothyroidism,specialty_related_condition,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Primary adrenocortical insufficiency,cross_specialty_comorbidity,,,,single_specialty_cooccurrence,,仅用于诊断评估,共现仅提示病例背景或跨专科合并症，不作为治疗因果证据,该诊断不是本专科主要疾病，可用于诊断评估和 MDT 协商背景,
内分泌/代谢,Primary hyperparathyroidism,primary_specialty_disease,calcium carbonate | insulin,calcium carbonate | insulin,acetaminophen | oxycodone (immediate release) | ondansetron | ibuprofen | heparin,single_specialty_cooccurrence,calcium carbonate(6) | insulin(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,calcium carbonate:disease_directed_therapy | insulin:disease_directed_therapy
内分泌/代谢,Pseudohypoparathyroidism,primary_specialty_disease,calcium carbonate,calcium carbonate,calcium gluconate | acetaminophen | calcitriol | heparin | magnesium sulfate,single_specialty_cooccurrence,calcium carbonate(1),候选证据充分,单专科住院共现可作为真实世界候选证据，不代表治疗因果或临床指南推荐,已优先保留疾病直接治疗或风险控制药物，支持/通用药物移入低优先级,calcium carbonate:disease_directed_therapy
